rok,kraj,strana_cislo,strana_nazev,kandidat_cislo,kandidat,kandidat_vek,navrhujici_strana,prislusnost,prednostni_hlasy_abs,prednostni_hlasy_pct,mandat,poradi
2021,Středočeský kraj,14,SENIOŘI,5,Mařatka Karel,75,SENIOŘI,BEZPP,16,1.46,-,NA
2021,Středočeský kraj,21,OtČe,19,Masslová Lucie,44,OtČe,BEZPP,44,1.14,-,NA
2021,Středočeský kraj,10,PRAMENY,12,Mašková Jana,59,PRAMENY,BEZPP,7,0.66,-,NA
2021,Středočeský kraj,1,Zelení,17,Matějovská Radka,44,Zelení,Zelení,53,0.77,-,NA
2021,Středočeský kraj,5,ČSSD,27,Medřická Dana,58,ČSSD,ČSSD,288,0.89,-,NA
2021,Středočeský kraj,9,APB,5,Měchura Petr JUDr. Ing. Mgr.,71,APB,PRO Zdraví,12,0.82,-,NA
2021,Středočeský kraj,5,ČSSD,9,Měchurová Miroslava PhDr.,69,ČSSD,ČSSD,436,1.35,-,NA
2021,Středočeský kraj,9,APB,24,Meltzerová Tereza,36,APB,BEZPP,9,0.61,-,NA
2021,Středočeský kraj,21,OtČe,7,Mentová Květuše,48,OtČe,BEZPP,63,1.64,-,NA
2021,Středočeský kraj,17,Piráti+STAN,18,Michl Marek,48,STAN,STAN,1910,1.38,-,13
2021,Středočeský kraj,9,APB,30,Mikeš Pavel,22,APB,BEZPP,18,1.23,-,NA
2021,Středočeský kraj,1,Zelení,34,Mikešová Soňa Mgr.,41,Zelení,Zelení,152,2.21,-,NA
2021,Středočeský kraj,21,OtČe,8,Míková Hana,30,OtČe,BEZPP,56,1.46,-,NA
2021,Středočeský kraj,13,SPOLU,30,Minařík David,48,ODS,ODS,885,0.43,-,20
2021,Středočeský kraj,13,SPOLU,17,Moldřík Tomáš Mgr.,45,ODS,ODS,827,0.4,-,7
2021,Středočeský kraj,1,Zelení,8,Moravčíková Daricha Ing.,58,Zelení,Zelení,65,0.94,-,NA
2021,Středočeský kraj,4,SPD,26,Moravec Miloslav,54,SPD,SPD,135,0.24,-,23
2021,Středočeský kraj,21,OtČe,20,Mrňavá Šárka,35,OtČe,BEZPP,24,0.62,-,NA
2021,Středočeský kraj,13,SPOLU,4,Munzar Vojtěch Ing.,44,ODS,ODS,9629,4.74,*,4
2021,Středočeský kraj,4,SPD,30,Nedvěd Denis,24,SPD,SPD,333,0.6,-,27
2021,Středočeský kraj,5,ČSSD,14,Nedvěd Jiří Mgr.,40,ČSSD,ČSSD,363,1.12,-,NA
2021,Středočeský kraj,17,Piráti+STAN,24,Nechanický Pavel MUDr.,63,STAN,BEZPP,3197,2.32,-,18
2021,Středočeský kraj,20,ANO,10,Němcová Jaroslava Ing. MBA,50,ANO,ANO,3392,1.92,-,2
2021,Středočeský kraj,8,TSS,16,Németh Andrej,78,TSS,Soukromníci,60,0.33,-,NA
2021,Středočeský kraj,21,OtČe,25,Nesládek Marek,47,OtČe,BEZPP,17,0.44,-,NA
2021,Středočeský kraj,17,Piráti+STAN,17,Netušil Daniel Ing.,29,Piráti,Piráti,1140,0.82,-,12
2021,Středočeský kraj,20,ANO,29,Neumann Jindřich,66,ANO,ANO,150,0.08,-,21
2021,Středočeský kraj,9,APB,17,Novák Jan,45,APB,BEZPP,9,0.61,-,NA
2021,Středočeský kraj,8,TSS,13,Novák Josef,21,TSS,TSS,271,1.5,-,NA
2021,Středočeský kraj,1,Zelení,10,Novák Ondřej Ing.,39,Zelení,Zelení,51,0.74,-,NA
2021,Středočeský kraj,13,SPOLU,31,Novák Tomáš,52,ODS,ODS,897,0.44,-,21
2021,Středočeský kraj,12,PŘÍSAHA,23,Novák Václav,49,PŘÍSAHA,BEZPP,69,0.21,-,NA
2021,Středočeský kraj,9,APB,6,Nováková Alena Ing. MBA,42,APB,BEZPP,20,1.37,-,NA
2021,Středočeský kraj,21,OtČe,13,Nováková Kateřina,23,OtČe,BEZPP,20,0.52,-,NA
2021,Středočeský kraj,13,SPOLU,8,Nováková Nina Mgr.,67,KDU-ČSL,BEZPP,7956,3.91,*,8
2021,Středočeský kraj,7,ANS,30,Novotná Eva,65,ANS,BEZPP,5,0.61,-,NA
2021,Středočeský kraj,4,SPD,27,Novotná Petra Bc. DiS.,36,SPD,SPD,564,1.02,-,24
2021,Středočeský kraj,9,APB,15,Novotná Zuzana,58,APB,BEZPP,6,0.41,-,NA
2021,Středočeský kraj,4,SPD,6,Novotný Jiří Bc.,45,SPD,SPD,694,1.25,-,3
2021,Středočeský kraj,10,PRAMENY,17,Novotný Lukáš Ing.,40,PRAMENY,CESTA,10,0.95,-,NA
2021,Středočeský kraj,4,SPD,20,Novotný Petr,54,SPD,SPD,256,0.46,-,17
2021,Středočeský kraj,16,Monarchiste.cz,7,Novotný Svatopluk,45,Monarchiste.cz,Monarchiste.cz,16,1.12,-,NA
2021,Středočeský kraj,5,ČSSD,34,Novotný Tomáš JUDr. Ing. Ph.D.,53,ČSSD,ČSSD,265,0.82,-,NA
2021,Středočeský kraj,5,ČSSD,26,"Nymburský Lubomír Ing. MIM, MBA",31,ČSSD,ČSSD,181,0.56,-,NA
2021,Středočeský kraj,18,KSČM,29,Nyš Zbyněk,45,KSČM,BEZPP,52,0.21,-,NA
2021,Středočeský kraj,9,APB,16,Ociepková Helena,44,APB,BEZPP,37,2.54,-,NA
2021,Středočeský kraj,10,PRAMENY,4,Oliva Michal,48,PRAMENY,SPRRSČ M.Sládka,13,1.23,-,NA
2021,Středočeský kraj,9,APB,32,Ondráček Jindřich,41,APB,BEZPP,8,0.55,-,NA
2021,Středočeský kraj,7,ANS,27,Pacovský Pavel,50,ANS,BEZPP,5,0.61,-,NA
2021,Středočeský kraj,13,SPOLU,23,Paták Petr Mgr. DiS.,36,ODS,ODS,1722,0.84,-,13
2021,Středočeský kraj,5,ČSSD,22,Patera Petr,52,ČSSD,ČSSD,274,0.84,-,NA
2021,Středočeský kraj,2,Švýcar. demokr.,6,Pavlická Zdeňka Ing.,45,Švýcar. demokr.,BEZPP,116,3.24,-,NA
2021,Středočeský kraj,10,PRAMENY,10,Pavlíček Ladislav,56,PRAMENY,SNS,8,0.76,-,NA
2021,Středočeský kraj,13,SPOLU,11,Pavlík Pavel Ing.,51,ODS,ODS,2950,1.45,-,1
2021,Středočeský kraj,18,KSČM,21,Pavlíková Kateřina,47,KSČM,KSČM,310,1.25,-,NA
2021,Středočeský kraj,1,Zelení,4,Pazderů Kateřina Ing. Ph.D.,48,Zelení,Zelení,326,4.76,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,17,Pecková Markéta,60,PŘÍSAHA,BEZPP,110,0.33,-,NA
2021,Středočeský kraj,20,ANO,11,Pekárek Tomáš,38,ANO,ANO,2015,1.14,-,3
2021,Středočeský kraj,2,Švýcar. demokr.,1,Peková Soňa MUDr. Ph.D.,47,Švýcar. demokr.,BEZPP,942,26.34,-,NA
2021,Středočeský kraj,1,Zelení,3,Perglová Zdeňka Bc.,40,Zelení,Zelení,296,4.32,-,NA
2021,Středočeský kraj,8,TSS,20,Perman Richard,65,TSS,TSS,52,0.28,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,18,Petíř Miloš Ing.,55,PŘÍSAHA,BEZPP,67,0.2,-,NA
2021,Středočeský kraj,9,APB,33,Petratur Tomáš,26,APB,BEZPP,13,0.89,-,NA
2021,Středočeský kraj,20,ANO,6,Petrtýl František Ing.,62,ANO,ANO,2938,1.66,*,6
2021,Středočeský kraj,21,OtČe,24,Petrtýl Oldřich,49,OtČe,BEZPP,11,0.28,-,NA
2021,Středočeský kraj,21,OtČe,21,Petrtýlová Iveta,43,OtČe,BEZPP,48,1.25,-,NA
2021,Středočeský kraj,3,Volný blok,23,Petržílek Tomáš,45,Volný blok,Volný blok,66,0.99,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,21,Petřík Rostislav Bc.,51,PŘÍSAHA,PŘÍSAHA,218,0.67,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,11,Petříková Petra Bc.,49,PŘÍSAHA,PŘÍSAHA,225,0.69,-,NA
2021,Středočeský kraj,17,Piráti+STAN,34,Pilát Lukáš  MBA,36,STAN,STAN,1543,1.12,-,28
2021,Středočeský kraj,8,TSS,27,Pinto Castillo Luis Alberto Ing.,52,TSS,TSS,77,0.42,-,NA
2021,Středočeský kraj,14,SENIOŘI,1,Pitrof Miroslav,56,SENIOŘI,SENIOŘI,67,6.14,-,NA
2021,Středočeský kraj,13,SPOLU,12,Pleskač Jan Mgr.,32,ODS,ODS,1470,0.72,-,2
2021,Středočeský kraj,20,ANO,3,Pokorná Jermanová Jaroslava Ing.,51,ANO,ANO,5168,2.93,*,3
2021,Středočeský kraj,18,KSČM,8,Pokorný Aleš JUDr. Ing.,40,KSČM,KSČM,394,1.6,-,NA
2021,Středočeský kraj,5,ČSSD,3,Poláček Radek MUDr.,42,ČSSD,ČSSD,1240,3.84,-,NA
2021,Středočeský kraj,5,ČSSD,11,Polák Miroslav,59,ČSSD,ČSSD,106,0.32,-,NA
2021,Středočeský kraj,17,Piráti+STAN,14,Polánský Adam Mgr.,31,STAN,STAN,5923,4.3,-,9
2021,Středočeský kraj,14,SENIOŘI,2,Pollák Jaroslav,70,SENIOŘI,SENIOŘI,25,2.29,-,NA
2021,Středočeský kraj,20,ANO,23,Pour Milan Ing.,56,ANO,ANO,647,0.36,-,15
2021,Středočeský kraj,17,Piráti+STAN,9,Poživilová Michailidu Dominika MgA.,41,Piráti,Piráti,3642,2.64,-,6
2021,Středočeský kraj,8,TSS,7,Prentis Philip Ing. Ph.D.,41,TSS,Svobodní,750,4.15,-,NA
2021,Středočeský kraj,18,KSČM,25,Prchal Antonín,45,KSČM,KSČM,131,0.53,-,NA
2021,Středočeský kraj,16,Monarchiste.cz,25,Procházka Pavel,62,Monarchiste.cz,Monarchiste.cz,14,0.98,-,NA
2021,Středočeský kraj,3,Volný blok,22,Procházka Robert,54,Volný blok,BEZPP,31,0.46,-,NA
2021,Středočeský kraj,13,SPOLU,33,Procházka Václav Ing.,28,ODS,ODS,1387,0.68,-,23
2021,Středočeský kraj,3,Volný blok,25,Procházková Renata Mgr.,50,Volný blok,BEZPP,27,0.4,-,NA
2021,Středočeský kraj,17,Piráti+STAN,33,Prokop Jan,40,Piráti,Piráti,718,0.52,-,27
2021,Středočeský kraj,12,PŘÍSAHA,25,Prokopová Valentina Ing.,60,PŘÍSAHA,BEZPP,61,0.18,-,NA
2021,Středočeský kraj,10,PRAMENY,26,Prskavec Zdeněk,55,PRAMENY,BEZPP,7,0.66,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,15,Průšová Jiřina,44,PŘÍSAHA,BEZPP,257,0.79,-,NA
2021,Středočeský kraj,8,TSS,24,Přibyl Václav,59,TSS,TSS,59,0.32,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,12,Pšeničková Nikola Ing.,28,PŘÍSAHA,PŘÍSAHA,357,1.1,-,NA
2021,Středočeský kraj,8,TSS,26,Ptáčník Václav MUDr.,39,TSS,Svobodní,487,2.69,-,NA
2021,Středočeský kraj,8,TSS,11,Pumrová Karen MUDr.,53,TSS,Manifest.cz,741,4.1,-,NA
2021,Středočeský kraj,18,KSČM,32,Rácz Rudolf,49,KSČM,BEZPP,87,0.35,-,NA
2021,Středočeský kraj,7,ANS,17,Rainer Miroslav,75,ANS,ND,8,0.98,-,NA
2021,Středočeský kraj,17,Piráti+STAN,1,Rakušan Vít Mgr.,43,STAN,STAN,59792,43.47,*,1
2021,Středočeský kraj,18,KSČM,17,Reichel Jiří Ing.,57,KSČM,KSČM,218,0.88,-,NA
2021,Středočeský kraj,9,APB,34,Reinisch Markéta,44,APB,SKP - ŘN,26,1.79,-,NA
2021,Středočeský kraj,8,TSS,10,Reiser Martin Bc.,52,TSS,TSS,122,0.67,-,NA
2021,Středočeský kraj,4,SPD,1,Rozvoral Radek,54,SPD,SPD,1640,2.97,*,1
2021,Středočeský kraj,7,ANS,11,Růžička Michal,35,ANS,BEZPP,18,2.2,-,NA
2021,Středočeský kraj,4,SPD,23,Ryšlink František,58,SPD,SPD,139,0.25,-,20
2021,Středočeský kraj,20,ANO,9,Samaš Miroslav,55,ANO,ANO,595,0.33,-,1
2021,Středočeský kraj,4,SPD,29,Sedláček Jiří,50,SPD,SPD,177,0.32,-,26
2021,Středočeský kraj,18,KSČM,33,Sekera Aleš,28,KSČM,KSČM,150,0.6,-,NA
2021,Středočeský kraj,17,Piráti+STAN,30,Semanský Rudolf,53,STAN,STAN,1325,0.96,-,24
2021,Středočeský kraj,7,ANS,5,Semerád Petr,36,ANS,ND,25,3.06,-,NA
2021,Středočeský kraj,3,Volný blok,5,Sentenská Hana Mgr.,52,Volný blok,BEZPP,223,3.36,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,14,Schiller Petr,60,PŘÍSAHA,BEZPP,92,0.28,-,NA
2021,Středočeský kraj,9,APB,31,Schneider František,37,APB,APB,29,1.99,-,NA
2021,Středočeský kraj,7,ANS,23,Schwarcz Filip,31,ANS,BEZPP,8,0.98,-,NA
2021,Středočeský kraj,16,Monarchiste.cz,10,Sklenička Michal,28,Monarchiste.cz,Monarchiste.cz,25,1.76,-,NA
2021,Středočeský kraj,13,SPOLU,1,Skopeček Jan Ing. et Ing. Ph.D.,40,ODS,ODS,22950,11.3,*,2
2021,Středočeský kraj,13,SPOLU,27,Slabý Tomáš Mgr.,32,ODS,ODS,2551,1.25,-,17
2021,Středočeský kraj,4,SPD,11,Slánský Ivo,60,SPD,SPD,291,0.52,-,8
2021,Středočeský kraj,4,SPD,14,Slavíčková Ivana,60,SPD,SPD,273,0.49,-,11
2021,Středočeský kraj,13,SPOLU,10,Slavík Jiří,53,TOP 09,TOP 09,4585,2.25,**,10
2021,Středočeský kraj,10,PRAMENY,22,Sluka Ivan Ing.,58,PRAMENY,BEZPP,9,0.85,-,NA
2021,Středočeský kraj,5,ČSSD,30,Smejkalová Dana,56,ČSSD,ČSSD,107,0.33,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,16,Smékalová Dana,42,PŘÍSAHA,BEZPP,72,0.22,-,NA
2021,Středočeský kraj,13,SPOLU,19,Smetana Martin Bc.,49,ODS,ODS,3071,1.51,-,9
2021,Středočeský kraj,16,Monarchiste.cz,22,Smrčka Karel,41,Monarchiste.cz,Monarchiste.cz,9,0.63,-,NA
2021,Středočeský kraj,1,Zelení,6,Smutný Jaroslav MUDr.,66,Zelení,Zelení,124,1.81,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,1,Sochr Tomáš Mgr.,41,PŘÍSAHA,PŘÍSAHA,1603,4.94,-,NA
2021,Středočeský kraj,9,APB,4,Somberg Jiří MUDr.,60,APB,Rozumní,52,3.58,-,NA
2021,Středočeský kraj,7,ANS,10,Součková Ivana,58,ANS,ANS,7,0.85,-,NA
2021,Středočeský kraj,13,SPOLU,29,Soudek Petr RNDr. ThMgr. Ph.D.,50,TOP 09,TOP 09,1860,0.91,-,19
2021,Středočeský kraj,21,OtČe,18,Soukupová Lenka,47,OtČe,BEZPP,16,0.41,-,NA
2021,Středočeský kraj,18,KSČM,27,Sova Josef Bc. DiS.,48,KSČM,KSČM,114,0.46,-,NA
2021,Středočeský kraj,4,SPD,15,Staněk Vlastimil,55,SPD,SPD,203,0.36,-,12
2021,Středočeský kraj,5,ČSSD,4,Stařecká Karolína Ing.,46,ČSSD,ČSSD,832,2.58,-,NA
2021,Středočeský kraj,2,Švýcar. demokr.,2,Stašová Jarmila Mgr. Ing.,65,Švýcar. demokr.,BEZPP,153,4.27,-,NA
2021,Středočeský kraj,16,Monarchiste.cz,18,Stehno Antonín,75,Monarchiste.cz,BEZPP,14,0.98,-,NA
2021,Středočeský kraj,10,PRAMENY,20,Stejskalová Ivana Ing.,50,PRAMENY,BEZPP,18,1.71,-,NA
2021,Středočeský kraj,10,PRAMENY,1,Svoboda Aleš,55,PRAMENY,PRAMENY,68,6.46,-,NA
2021,Středočeský kraj,7,ANS,13,Svoboda Roman Mgr.,55,ANS,BEZPP,12,1.47,-,NA
2021,Středočeský kraj,10,PRAMENY,11,Svoboda Rudolf,63,PRAMENY,CESTA,12,1.14,-,NA
2021,Středočeský kraj,16,Monarchiste.cz,9,Szennai Tomáš,56,Monarchiste.cz,BEZPP,6,0.42,-,NA
2021,Středočeský kraj,20,ANO,31,Šajner Petr,55,ANO,ANO,836,0.47,-,23
2021,Středočeský kraj,13,SPOLU,28,"Šalamon Tomáš Ing. et Ing. MBA, Ph.D.",43,ODS,ODS,1961,0.96,-,18
2021,Středočeský kraj,1,Zelení,11,Šálová Alena,62,Zelení,Zelení,69,1,-,NA
2021,Středočeský kraj,1,Zelení,12,Šenk Robert Ing.,44,Zelení,Zelení,189,2.76,-,NA
2021,Středočeský kraj,18,KSČM,31,Šimková Ladislava,36,KSČM,KSČM,272,1.1,-,NA
2021,Středočeský kraj,13,SPOLU,24,Šimková Ludmila Mgr.,48,KDU-ČSL,KDU-ČSL,5349,2.63,-,14
2021,Středočeský kraj,21,OtČe,6,Škanta Pavel,56,OtČe,BEZPP,10,0.26,-,NA
2021,Středočeský kraj,13,SPOLU,18,Školoud Marek Mgr.,33,TOP 09,TOP 09,2390,1.17,-,8
2021,Středočeský kraj,20,ANO,12,Škrabánek Roman Ing.,54,ANO,ANO,1407,0.79,-,4
2021,Středočeský kraj,3,Volný blok,18,Šlapák Pavel,52,Volný blok,Volný blok,53,0.8,-,NA
2021,Středočeský kraj,16,Monarchiste.cz,5,Špaček Michal Mgr.,36,Monarchiste.cz,Monarchiste.cz,35,2.46,-,NA
2021,Středočeský kraj,16,Monarchiste.cz,1,Špaček Radim RNDr.,61,Monarchiste.cz,Monarchiste.cz,82,5.77,-,NA
2021,Středočeský kraj,20,ANO,2,Špičák Julius prof. MUDr. CSc.,69,ANO,ANO,7162,4.06,*,2
2021,Středočeský kraj,3,Volný blok,7,Šrom Petr Ing. arch.,51,Volný blok,Volný blok,137,2.06,-,NA
2021,Středočeský kraj,3,Volný blok,17,Štafková Věra,34,Volný blok,Volný blok,127,1.91,-,NA
2021,Středočeský kraj,7,ANS,8,Štainerová Zuzana,62,ANS,ANS,16,1.96,-,NA
2021,Středočeský kraj,7,ANS,9,Štark Richard,45,ANS,ND,8,0.98,-,NA
2021,Středočeský kraj,10,PRAMENY,8,Šťastná Zdeňka,52,PRAMENY,BEZPP,18,1.71,-,NA
2021,Středočeský kraj,4,SPD,8,Štefcová Vladimíra,58,SPD,SPD,375,0.68,-,5
2021,Středočeský kraj,18,KSČM,6,Štefek Zdeněk Ing.,46,KSČM,KSČM,672,2.72,-,NA
2021,Středočeský kraj,20,ANO,16,Štěrba Roman doc. Dr. Ing. MBA,49,ANO,ANO,1765,1,-,8
2021,Středočeský kraj,13,SPOLU,22,Štíbr Luděk PaedDr.,62,ODS,ODS,4954,2.43,-,12
2021,Středočeský kraj,16,Monarchiste.cz,21,Šubrt Jiří,76,Monarchiste.cz,Monarchiste.cz,7,0.49,-,NA
2021,Středočeský kraj,8,TSS,33,Šváb Petr,68,TSS,TSS,39,0.21,-,NA
2021,Středočeský kraj,20,ANO,33,Švadlena Jiří Ing.,68,ANO,ANO,722,0.4,-,25
2021,Středočeský kraj,8,TSS,4,Švajner Ivo Mgr.,57,TSS,TSS,377,2.08,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,28,Švecová Kašpárková Leona,47,PŘÍSAHA,BEZPP,69,0.21,-,NA
2021,Středočeský kraj,5,ČSSD,24,Švejda Jaroslav Mgr.,45,ČSSD,ČSSD,109,0.33,-,NA
2021,Středočeský kraj,21,OtČe,30,Taizich Petr,42,OtČe,BEZPP,5,0.13,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,5,Talašová Michaela,44,PŘÍSAHA,PŘÍSAHA,286,0.88,-,NA
2021,Středočeský kraj,16,Monarchiste.cz,3,Tesárek Robin Mgr.,30,Monarchiste.cz,BEZPP,42,2.95,-,NA
2021,Středočeský kraj,7,ANS,7,Tobiáš Pavel,52,ANS,ND,21,2.57,-,NA
2021,Středočeský kraj,21,OtČe,12,Tögel Radovan,51,OtČe,BEZPP,20,0.52,-,NA
2021,Středočeský kraj,17,Piráti+STAN,15,Tomáš Petr,51,Piráti,BEZPP,742,0.53,-,10
2021,Středočeský kraj,8,TSS,30,Troška Robert Ing.,53,TSS,BEZPP,61,0.33,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,24,Třeštik František,65,PŘÍSAHA,BEZPP,85,0.26,-,NA
2021,Středočeský kraj,2,Švýcar. demokr.,4,Tuček Vít Ing. CSc.,63,Švýcar. demokr.,BEZPP,88,2.46,-,NA
2021,Středočeský kraj,7,ANS,22,Turková Zdeňka,62,ANS,ANS,8,0.98,-,NA
2021,Středočeský kraj,5,ČSSD,32,Tvrdý Jan,51,ČSSD,ČSSD,102,0.31,-,NA
2021,Středočeský kraj,5,ČSSD,2,Urban Milan Ing.,62,ČSSD,ČSSD,1639,5.08,-,NA
2021,Středočeský kraj,17,Piráti+STAN,12,Urbanová Barbora Ing.,30,STAN,STAN,19969,14.51,*,4
2021,Středočeský kraj,12,PŘÍSAHA,9,Urbanová Iveta  DiS.,26,PŘÍSAHA,PŘÍSAHA,324,0.99,-,NA
2021,Středočeský kraj,15,Nevolte Urza.cz,1,Urzová Jana,50,Nevolte Urza.cz,BEZPP,42,5.63,-,NA
2021,Středočeský kraj,4,SPD,21,Vacek Leoš,43,SPD,SPD,413,0.74,-,18
2021,Středočeský kraj,8,TSS,5,Vacková Jana Mgr.,34,TSS,TSS,374,2.07,-,NA
2021,Středočeský kraj,4,SPD,32,Vach Aleš,55,SPD,SPD,129,0.23,-,29
2021,Středočeský kraj,14,SENIOŘI,7,Valášek Karel PhDr.,75,SENIOŘI,BEZPP,18,1.64,-,NA
2021,Středočeský kraj,7,ANS,16,Valášková Markéta,50,ANS,ND,5,0.61,-,NA
2021,Středočeský kraj,20,ANO,4,Válková Helena prof. JUDr. CSc.,70,ANO,ANO,8695,4.93,*,4
2021,Středočeský kraj,5,ČSSD,21,Valtr Stanislav Bc.,55,ČSSD,ČSSD,79,0.24,-,NA
2021,Středočeský kraj,17,Piráti+STAN,8,Vanča Matouš Mgr. Bc. et Bc.,31,Piráti,BEZPP,1362,0.99,-,5
2021,Středočeský kraj,12,PŘÍSAHA,27,Vančata Tomáš Ing.,37,PŘÍSAHA,BEZPP,134,0.41,-,NA
2021,Středočeský kraj,4,SPD,24,Vaněček Jindřich,63,SPD,SPD,239,0.43,-,21
2021,Středočeský kraj,5,ČSSD,16,Vašíček Emil doc. PhDr. CSc.,90,ČSSD,ČSSD,106,0.32,-,NA
2021,Středočeský kraj,21,OtČe,2,Vaštová Veronika MUDr.,49,OtČe,BEZPP,103,2.68,-,NA
2021,Středočeský kraj,1,Zelení,29,Vavrda Richard,47,Zelení,Zelení,26,0.37,-,NA
2021,Středočeský kraj,3,Volný blok,33,Vávrová Jiřina,58,Volný blok,Volný blok,135,2.03,-,NA
2021,Středočeský kraj,20,ANO,32,Vavřinová Alice Bc.,47,ANO,ANO,818,0.46,-,24
2021,Středočeský kraj,1,Zelení,24,Vedral Vladimír,53,Zelení,Zelení,34,0.49,-,NA
2021,Středočeský kraj,20,ANO,18,Verner Jaroslav Ing.,64,ANO,ANO,1345,0.76,-,10
2021,Středočeský kraj,21,OtČe,5,Veselá Ilona JUDr.,58,OtČe,BEZPP,54,1.4,-,NA
2021,Středočeský kraj,1,Zelení,18,Vidím Václav Bc.,28,Zelení,Zelení,102,1.48,-,NA
2021,Středočeský kraj,1,Zelení,7,Vidímová Jana,58,Zelení,Zelení,58,0.84,-,NA
2021,Středočeský kraj,21,OtČe,27,Vích Robert,36,OtČe,BEZPP,11,0.28,-,NA
2021,Středočeský kraj,7,ANS,1,Vítová Vladimíra PhDr. Ph.D.,58,ANS,ANS,105,12.86,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,4,Vojíř Michal Mgr.,45,PŘÍSAHA,PŘÍSAHA,382,1.17,-,NA
2021,Středočeský kraj,21,OtČe,33,Vojtíšková Barbora,40,OtČe,BEZPP,11,0.28,-,NA
2021,Středočeský kraj,5,ČSSD,23,Volenec Jiří,59,ČSSD,ČSSD,305,0.94,-,NA
2021,Středočeský kraj,3,Volný blok,1,Volfová Jana Mgr.,63,Volný blok,Volný blok,824,12.44,-,NA
2021,Středočeský kraj,20,ANO,17,Vondráček Radek,49,ANO,ANO,4006,2.27,-,9
2021,Středočeský kraj,18,KSČM,2,Vostrá Miloslava Ing. Bc.,56,KSČM,KSČM,1614,6.55,-,NA
2021,Středočeský kraj,4,SPD,31,Vrbová Lucie,44,SPD,SPD,289,0.52,-,28
2021,Středočeský kraj,9,APB,12,Vybíralová Renata,49,APB,BEZPP,75,5.16,-,NA
2021,Středočeský kraj,1,Zelení,21,Výborný Karel Mgr. Ph.D.,47,Zelení,Zelení,115,1.67,-,NA
2021,Středočeský kraj,7,ANS,33,Vyhlas Zbyněk Ing.,64,ANS,BEZPP,5,0.61,-,NA
2021,Středočeský kraj,16,Monarchiste.cz,12,Vykouková Štěpánka,21,Monarchiste.cz,Monarchiste.cz,48,3.38,-,NA
2021,Středočeský kraj,3,Volný blok,11,Wagner Jiří Ing.,70,Volný blok,Volný blok,44,0.66,-,NA
2021,Středočeský kraj,3,Volný blok,15,Wagnerová Ružena Mgr.,67,Volný blok,Volný blok,28,0.42,-,NA
2021,Středočeský kraj,8,TSS,31,Wachtl Ernest,57,TSS,BEZPP,39,0.21,-,NA
2021,Středočeský kraj,21,OtČe,3,Záhorková Lenka Mgr.,44,OtČe,BEZPP,106,2.76,-,NA
2021,Středočeský kraj,8,TSS,2,Zálom Luboš Mgr.,40,TSS,Svobodní,1491,8.25,-,NA
2021,Středočeský kraj,17,Piráti+STAN,5,Zandl Patrick,47,Piráti,Piráti,4099,2.98,-,3
2021,Středočeský kraj,13,SPOLU,25,Zapletal Michal Mgr.,52,ODS,ODS,965,0.47,-,15
2021,Středočeský kraj,8,TSS,12,Zavadil Petr,61,TSS,Svobodní,355,1.96,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,29,Zbuzek Jaromír,54,PŘÍSAHA,BEZPP,75,0.23,-,NA
2021,Středočeský kraj,10,PRAMENY,19,Zdvihalová Marie,57,PRAMENY,BEZPP,11,1.04,-,NA
2021,Středočeský kraj,8,TSS,25,Zíková Markéta RNDr.,55,TSS,TSS,160,0.88,-,NA
2021,Středočeský kraj,3,Volný blok,9,Zlatá Petra Ing.,48,Volný blok,BEZPP,84,1.26,-,NA
2021,Středočeský kraj,1,Zelení,19,Zůnová Jana Mgr.,42,Zelení,Zelení,105,1.53,-,NA
2021,Středočeský kraj,18,KSČM,9,Žáček Jiří,67,KSČM,KSČM,164,0.66,-,NA
2021,Středočeský kraj,10,PRAMENY,13,Žajdlík Jakub,41,PRAMENY,BEZPP,13,1.23,-,NA
2021,Středočeský kraj,2,Švýcar. demokr.,3,Žák Rostislav JUDr. MPH,67,Švýcar. demokr.,BEZPP,105,2.93,-,NA
2021,Středočeský kraj,7,ANS,6,Žejdlík Martin,50,ANS,ND,23,2.81,-,NA
2021,Středočeský kraj,5,ČSSD,19,Žigmundová Kvetoslava PhDr.,64,ČSSD,ČSSD,136,0.42,-,NA
2021,Středočeský kraj,12,PŘÍSAHA,32,Žížalová Jitka,53,PŘÍSAHA,BEZPP,134,0.41,-,NA
2021,Středočeský kraj,20,ANO,28,Žižka Karel,65,ANO,ANO,419,0.23,-,20
2021,Středočeský kraj,12,PŘÍSAHA,3,Žofka Libor Mgr.,50,PŘÍSAHA,PŘÍSAHA,645,1.98,-,NA
2021,Středočeský kraj,20,ANO,22,Žumár Rastislav,38,ANO,ANO,337,0.19,-,14
